"id","title","amount of children","num of people lives with","age","time living the same address","time in job","telephone","num of bank loans","num finished loans","income","EC-card holders","salary","salary+ec-cards","credit risk","running loans","region","requested cash","type of business","resident type","nationality","profession","transport","credit cards","good/bad"
"1977","H","0","2","54","240","120","2","0","0","1900","0","2500","2","1","1","4","1200","Furniture,Carpet","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"1978","H","1","3","29","6","66","2","0","0","2700","0","100000","4","3","0","3","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1979","H","1","3","26","9","27","2","0","1","2800","0","100000","4","1","2","8","2000","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","1"
"1980","R","0","2","53","192","288","2","0","0","0","1","0","1","1","1","6","800","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1981","H","0","2","41","84","6","2","0","1","3000","0","100000","4","1","1","2","5000","Cars","Owner","German","Food,Building,Ca","Car","no credit cards","1"
"1982","H","2","4","39","42","168","2","0","0","4000","0","100000","4","3","0","4","1600","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1983","R","0","2","30","360","192","2","0","1","2100","1","2500","3","1","3","5","3000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1984","H","0","2","28","0","54","2","0","0","2300","0","2500","2","3","0","6","1500","Radio, TV, Hifi","Lease","German","Sea Vojage, Gast","Car","no credit cards","0"
"1985","H","3","5","32","88","6","2","0","0","2600","0","100000","4","3","0","3","600","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"1986","H","1","3","31","3","15","2","0","1","2500","0","2500","2","1","2","5","5000","Cars","Lease","German","Sea Vojage, Gast","Without Vehicle","no credit cards","1"
"1987","H","3","5","30","60","96","2","0","1","3200","0","100000","4","1","4","6","1600","Furniture,Carpet","Owner","Turkish","Others","Car","no credit cards","1"
"1988","H","0","2","48","48","336","2","0","1","3000","0","100000","4","1","1","5","500","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"1989","H","2","4","39","60","45","2","0","1","2300","0","2500","2","3","0","3","1700","Cars","Lease","German","Others","Car","no credit cards","0"
"1990","H","2","4","38","60","54","2","0","1","2700","0","100000","4","3","0","2","1700","Radio, TV, Hifi","Lease","German","State,Steel Ind,","Car","no credit cards","1"
"1991","H","0","2","29","3","108","2","0","1","3400","0","100000","4","1","1","0","1500","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","1"
"1992","H","0","2","27","15","66","2","0","0","2500","0","2500","2","1","2","4","1700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1993","H","0","2","53","360","84","2","0","1","2600","0","100000","4","1","3","3","800","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1994","R","2","4","36","48","33","2","0","0","0","1","0","1","3","0","4","3000","Furniture,Carpet","Lease","German","Food,Building,Ca","Without Vehicle","Cheque card","1"
"1995","H","2","4","38","144","192","2","0","1","2800","0","100000","4","3","0","3","1200","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"1996","R","1","3","24","24","84","2","0","0","1500","0","2500","2","1","1","2","800","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"1997","H","0","2","43","6","288","2","0","0","2800","0","100000","4","1","3","2","1500","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"1998","H","0","2","33","120","168","2","0","1","0","1","0","1","1","1","5","2500","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1999","H","2","4","25","9","45","1","0","1","2700","0","100000","4","1","1","4","1300","Dept. Store,Mail","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"2000","H","2","4","25","9","42","2","0","1","3000","0","100000","4","1","3","4","5000","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","1"
"2001","H","2","4","42","6","66","1","0","0","3000","0","100000","4","1","2","4","800","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2002","H","0","2","42","144","15","2","0","1","0","1","0","1","1","1","2","2500","Furniture,Carpet","Lease","German","Food,Building,Ca","Car","Cheque card","0"
"2003","R","2","4","46","144","15","2","0","0","1000","0","2500","2","3","0","5","1400","Radio, TV, Hifi","Lease","Turkish","Pensioner","Without Vehicle","no credit cards","1"
"2004","H","0","2","28","9","33","2","0","0","0","1","0","1","1","0","5","1200","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","Cheque card","0"
"2005","H","2","4","26","120","108","2","0","0","2800","0","100000","4","1","1","5","1500","Cars","Lease","Turkish","Others","Car","no credit cards","0"
"2006","H","0","2","41","84","168","2","0","1","2100","0","2500","2","3","0","4","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2007","H","3","5","34","120","15","2","0","1","2000","0","2500","2","3","0","0","4000","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2008","H","2","4","30","120","27","2","0","1","4000","0","100000","4","1","3","4","500","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","no credit cards","1"
"2009","R","1","3","43","264","6","2","0","1","1500","0","2500","2","3","0","4","1200","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"2010","H","0","2","36","48","21","2","0","0","0","1","0","1","1","1","5","1700","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","Cheque card","0"
"2011","H","1","3","35","54","240","2","0","0","3500","0","100000","4","3","0","7","3000","Furniture,Carpet","Owner","German","Others","Car","no credit cards","0"
"2012","R","0","2","32","15","9","2","0","1","2500","0","2500","2","1","4","8","9000","Furniture,Carpet","Owner","German","Others","Car","no credit cards","1"
"2013","H","2","4","34","48","45","2","0","0","3100","0","100000","4","3","0","8","1900","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2014","H","2","4","32","36","48","2","0","0","0","1","0","1","1","1","4","1100","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2015","H","0","2","23","30","33","2","0","1","2600","0","100000","4","1","1","5","1800","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"2016","R","1","3","31","120","72","2","0","1","2500","0","2500","2","1","2","3","7000","Furniture,Carpet","Owner","Others","Others","Car","no credit cards","1"
"2017","H","0","2","37","96","108","2","0","1","3500","0","100000","4","1","1","4","1900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2018","H","2","4","27","24","12","2","0","1","2800","0","100000","4","1","2","4","1800","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","1"
"2019","R","0","2","27","3","66","2","0","0","3000","0","100000","4","1","1","8","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2020","H","2","4","23","48","48","2","0","1","3500","1","100000","5","1","2","5","1300","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","1"
"2021","H","1","3","57","18","21","2","0","0","1700","0","2500","2","1","1","5","1100","Furniture,Carpet","Owner","German","Pensioner","Car","no credit cards","0"
"2022","H","0","2","37","18","6","2","0","0","2300","0","2500","2","1","0","4","1400","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"2023","H","1","3","27","60","84","2","0","1","0","1","0","1","3","0","6","500","Radio, TV, Hifi","Lease","German","Military Service","Car","Cheque card","0"
"2024","H","2","4","43","120","168","2","0","1","4000","0","100000","4","1","1","3","700","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"2025","H","1","3","34","0","84","2","0","1","10000","0","100000","4","1","2","4","900","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"2026","H","2","4","32","21","54","2","0","1","4000","0","100000","4","1","4","2","15000","Cars","Owner","German","Others","Car and Motor bi","no credit cards","0"
"2027","H","1","3","27","336","15","2","0","0","2700","0","100000","4","1","1","4","1600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2028","H","3","5","40","48","84","2","0","0","10000","1","100000","5","1","2","5","3000","Radio, TV, Hifi","Owner","German","Others","Car","Cheque card","0"
"2029","H","0","2","30","30","6","1","0","1","0","1","0","1","1","2","7","3000","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","1"
"2030","H","0","2","50","168","240","2","0","1","3200","0","100000","4","1","4","4","5000","Furniture,Carpet","Lease","German","Chemical Industr","Car","no credit cards","0"
"2031","R","0","2","49","312","120","2","0","0","1500","0","2500","2","3","0","9","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2032","H","0","2","43","66","66","1","0","0","2900","0","100000","4","1","0","4","2500","Radio, TV, Hifi","Lease","German","State,Steel Ind,","Without Vehicle","no credit cards","1"
"2033","H","0","2","44","192","30","2","0","1","3300","0","100000","4","3","0","4","2500","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"2034","H","1","3","24","12","12","2","0","0","2000","0","2500","2","3","0","2","1400","Radio, TV, Hifi","Lease","Greek","Others","Without Vehicle","no credit cards","0"
"2035","H","2","4","31","42","84","2","0","0","1800","0","2500","2","3","0","3","2000","Furniture,Carpet","Owner","German","Others","Car","no credit cards","1"
"2036","R","0","2","27","3","36","2","0","0","2000","0","2500","2","1","1","5","1600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2037","R","2","4","43","216","336","2","0","0","0","1","0","1","3","0","4","1700","Radio, TV, Hifi","Lease","Italian","Others","Car","Cheque card","0"
"2038","H","4","6","36","120","288","2","0","0","5000","0","100000","4","3","0","3","2000","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2039","H","2","4","31","66","168","2","0","1","3000","0","100000","4","3","0","3","600","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2040","H","1","3","23","288","6","2","0","1","4000","0","100000","4","3","0","4","800","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"2041","R","3","5","41","48","108","2","0","0","1800","0","2500","2","3","0","3","1300","Dept. Store,Mail","Lease","German","Civil Service, M","Car","no credit cards","0"
"2042","H","2","4","30","48","120","2","0","1","4000","0","100000","4","1","2","7","3000","Dept. Store,Mail","Lease","German","Military Service","Car","no credit cards","1"
"2043","H","0","2","25","36","12","2","0","1","3200","0","100000","4","3","0","4","1700","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2044","H","1","3","34","9","6","2","0","0","3500","0","100000","4","1","1","4","800","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"2045","H","0","2","23","0","15","2","0","0","2400","0","2500","2","1","2","3","2500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"2046","H","1","3","28","36","66","2","0","1","3400","0","100000","4","1","1","7","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2047","R","2","4","35","12","12","2","0","0","1700","0","2500","2","3","0","6","3000","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","1"
"2048","H","1","3","32","30","12","2","0","0","1600","0","2500","2","1","2","9","1900","Cars","Lease","German","Others","Car","no credit cards","1"
"2049","R","1","3","26","36","36","2","0","0","1500","0","2500","2","1","2","7","1000","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2050","H","2","4","26","3","12","2","0","0","2500","0","2500","2","3","0","0","600","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2051","H","2","4","26","54","39","2","0","1","2600","0","100000","4","1","1","8","1600","Cars","Lease","Greek","Others","Car","no credit cards","0"
"2052","H","0","2","55","88","108","2","0","0","2100","0","2500","2","1","3","2","1500","Furniture,Carpet","Owner","German","Others","Car","no credit cards","1"
"2053","H","0","2","55","240","54","2","0","0","0","1","0","1","1","1","0","1000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2054","H","0","2","32","42","120","2","0","1","0","1","0","1","1","2","2","4000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2055","H","1","3","25","21","60","2","0","1","2500","0","2500","2","1","1","5","1800","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"2056","H","0","2","31","24","24","2","0","1","3000","0","100000","4","1","1","7","4000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2057","H","1","3","41","9","12","1","0","0","0","1","0","1","1","1","9","2500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","Cheque card","1"
"2058","H","5","7","40","108","42","2","0","0","3000","0","100000","4","1","1","5","1300","Dept. Store,Mail","Lease","German","Others","Without Vehicle","no credit cards","1"
"2059","R","1","3","29","30","15","1","0","0","1000","0","2500","2","3","0","6","1000","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2060","H","3","5","57","66","288","2","0","0","2200","0","2500","2","3","0","4","2500","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"2061","H","4","6","46","168","192","2","0","1","5000","0","100000","4","1","1","2","700","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"2062","H","4","6","60","30","336","1","0","1","3000","0","100000","4","1","2","4","1000","Radio, TV, Hifi","Owner","Turkish","Others","Car","no credit cards","1"
"2063","H","0","2","46","54","336","2","0","1","3000","0","100000","4","1","2","3","1400","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"2064","H","2","4","28","6","12","2","0","0","3000","0","100000","4","3","0","2","2500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2065","H","1","3","43","144","3","2","0","0","3000","0","100000","4","1","1","4","2000","Radio, TV, Hifi","Lease","German","State,Steel Ind,","Car","no credit cards","1"
"2066","H","0","2","37","120","120","1","0","0","1800","1","2500","3","1","1","0","1200","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2067","R","1","3","29","30","168","2","0","0","0","1","0","1","3","0","6","1400","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2068","R","2","4","33","84","18","2","0","1","1500","0","2500","2","3","0","6","1400","Furniture,Carpet","Lease","Greek","Others","Without Vehicle","no credit cards","1"
"2069","H","2","4","30","3","12","2","0","1","3500","0","100000","4","1","2","8","7000","Furniture,Carpet","Lease","Turkish","Food,Building,Ca","Car","no credit cards","0"
